Symbol,Price_Increase_Percentage,Screeners,Nr_Of_Spikes,MVP_Last_6Mo,RSI_3M,RSI_6M,Price_Tightness_1W,IBD_RSI,RSI_12M,Volume-Acceleration(%)
CNSWF,inf,5,,,87.27006648446431,87.27006648446431,100.0,72,91.5780436468372,
QBTS,2533.5776149233848,7,1,,88.50758180367119,88.50758180367119,19.592808038075095,99,88.50758180367119,210.57
FNCH,1340.9090909090908,5,,,72.34636871508378,93.11023622047244,2.654545454545456,96,96.6996699669967,
UPXI,1087.2698579694897,6,,,90.14880952380952,90.14880952380952,25.43171114599686,98,90.14880952380952,722.00
AONC,1074.2574257425742,5,,,86.31239935587762,91.19496855345913,32.546374367622256,98,91.19496855345913,
SEZL,1073.8260869565217,8,1,1,97.51945525291829,97.51945525291829,21.646047855396706,99,97.51945525291829,113.24
AMBR,1068.7499999999998,7,,1,75.6637168141593,82.04449152542374,18.43971631205674,98,97.8494623655914,82.43
PRCH,1061.9047619047617,7,1,,85.21256931608133,85.21256931608133,20.342034203420344,99,88.73873873873872,60.39
OKLO,1005.4205607476636,7,,1,90.99125364431488,90.99125364431488,23.24075651729426,99,90.99125364431488,135.20
AEVA,893.1818181818181,7,,1,97.07357859531773,97.07357859531773,24.027459954233407,99,97.07357859531773,312.76
MTEN,822.2222222222223,5,,,95.84120982986768,95.84120982986768,15.524268247499066,97,99.10714285714286,
QNTM,781.8111111111111,6,1,,83.80281690140846,94.7242206235012,16.230031948881795,98,94.7242206235012,
DAVE,698.9756269869305,8,1,1,99.58613554061044,99.58613554061044,12.962553605376009,99,99.58613554061044,64.31
LTBR,690.1785714285713,7,1,,85.70736434108525,85.70736434108525,18.231555810397555,99,89.10012674271229,113.74
NEON,689.4736842105264,6,1,,87.98283261802572,87.98283261802572,7.063197026022302,95,87.98283261802572,
ALMU,674.0,7,,1,95.26387009472258,95.26387009472258,27.286821705426362,99,96.27367135003054,715.40
SNWV,663.3735312306741,6,,,87.84829721362232,83.15018315018314,17.771883289124666,98,86.61367717006688,318.30
SPCB,643.1372549019608,5,,,88.47457627118645,88.47457627118645,28.977845930349854,98,88.47457627118645,
VRNA,624.6025104602511,5,,,93.70529327610869,93.70529327610869,5.924471647996316,98,93.70529327610869,
HSAI,586.9318181818181,6,,,76.57864523536165,76.57864523536165,12.280701754385964,98,92.67441860465117,188.61
PLTR,537.2114931700423,5,,,81.04257167680277,91.2712233347845,12.071259609698402,98,94.07582938388626,
NAGE,486.9848156182212,6,,,84.59259259259261,84.59259259259261,20.103473762010342,98,90.80459770114943,71.62
OPFI,482.2036124794746,6,,,89.74358974358974,94.04761904761904,13.83963791886393,97,94.04761904761904,77.12
HOOD,456.5092989985693,6,,,85.61983471074379,85.61983471074379,15.964010282776353,98,89.91756499682943,94.68
HIMS,441.7965850037119,7,1,,93.18971507991661,96.65871121718378,23.036960071248334,97,96.65871121718378,273.91
CNL,433.3333333333333,6,,,81.98433420365535,94.12955465587045,10.583333333333329,98,94.12955465587045,312.49
ROOT,432.13866039952995,5,,,73.90238466681522,90.70076877587226,17.012691181256102,97,94.19145921878162,
MSTR,430.2734375,5,,,98.17460317460323,98.17460317460323,7.723093290103601,96,98.17460317460323,
XYF,423.8095238095238,6,,,84.90813648293963,85.67901234567901,11.363636363636363,98,91.97530864197529,325.91
QURE,414.2091152815013,5,,,90.13732833957552,90.13732833957552,21.501706484641627,97,90.67865903515946,
ACHR,393.51201871942135,7,1,,81.50851581508513,81.50851581508513,20.779098364167652,97,88.06970509383378,99.26
SVT,386.02484472049696,6,,,99.19072025896955,99.19072025896955,0.8306709265175731,99,99.19072025896955,592.31
PVLA,372.09677419354836,6,,1,67.54596322941646,91.4002205071665,15.410323059784622,93,91.4002205071665,
JFIN,361.27750000000003,6,,,82.6985854189336,85.54216867469881,24.123764978781754,97,93.33333333333334,76.10
LEU,355.7296329453895,7,1,,91.06452572108236,91.06452572108236,19.28559735454932,98,96.67093469910371,93.52
FTK,337.20316622691297,7,2,,96.81668496158068,96.81668496158068,18.94990947495474,98,96.81668496158068,202.25
RNMBY,334.5149807178879,7,,1,82.70526213023527,95.44198895027627,8.59190988223246,98,95.44198895027627,166.02
HRTG,333.87622149837136,5,,,89.24731182795699,89.24731182795699,15.503875968992247,96,90.44401544401545,
GRPN,332.5161290322581,6,1,,95.54655870445347,95.54655870445347,12.350835322195715,98,95.54655870445347,
FNMAS,329.36288088642664,5,,,94.00749063670406,87.81725888324871,15.17781469301963,96,93.8095238095238,
BKTI,314.9957155098543,5,,,84.0670859538784,84.0670859538784,9.892241379310338,96,90.52808046940484,
XIACY,313.12499999999994,6,,,80.05159071367152,88.17934782608698,5.95408895265424,96,89.92974238875865,76.82
XPEV,311.51515151515156,6,1,,71.462829736211,80.41666666666669,7.205452775073031,93,82.1525885558583,
HNRG,305.54721096273744,7,2,,90.26217228464421,89.30921052631575,15.169162506932896,96,97.00748129675814,59.76
COE,304.5897079276773,7,1,1,94.9117341640706,94.9117341640706,31.935372980405635,97,96.06741573033709,
AGX,288.1630725641429,6,,,96.32010640656169,96.32010640656169,18.08596918085969,97,96.32010640656169,74.75
ORLA,283.6419753086419,6,,,87.41418764302058,87.41418764302058,13.917940466613038,97,87.82051282051285,90.89
AS,280.90999010880313,6,,,93.66120218579233,93.66120218579233,5.963541666666665,96,93.66120218579233,69.22
DUOL,275.68424681144427,7,1,1,98.24372056514915,98.24372056514915,10.136960947621688,96,98.24372056514915,
SKE,270.7317073170732,6,,,85.62231759656649,85.62231759656649,13.684210526315791,96,85.93155893536124,51.97
RBRK,263.44389555398726,5,,,96.76113360323886,96.76113360323886,10.330097087378642,97,96.76113360323886,
PPTA,258.48303393213575,7,1,,89.8243045387994,89.8243045387994,21.54788418708241,96,89.8243045387994,167.16
ADPT,255.51839464882943,6,1,,74.90039840637449,74.90039840637449,12.3236124176858,96,83.0860534124629,
CVNA,251.2543728135932,5,,,84.70037453183522,92.39750203638339,9.965000142275839,97,92.39750203638339,
GHRS,241.66666666666666,5,,,78.25059101654847,95.64393939393939,21.714285714285708,89,95.64393939393939,
EAT,241.60298560511814,5,,,79.80270857716097,89.35694909845222,5.834410657073799,94,89.42678942678945,
UI,237.9692219185963,7,1,1,100.0,100.0,7.047614487827064,95,100.0,
GEV,233.79108059462706,5,,,87.88965087281794,95.69052419354838,5.63788145071098,96,96.66941467436112,
LFMD,232.08020050125313,7,,1,96.29629629629626,96.29629629629626,11.77358490566038,97,96.29629629629626,135.78
CRK,223.64341085271323,5,,,88.0851063829787,88.0851063829787,6.826347305389224,95,91.85750636132319,
BROS,222.25519287833825,5,,,77.5519421860885,84.7528290649196,11.787365177195678,93,90.63063063063069,
FARO,215.38461538461542,6,,,95.88150289017341,95.88150289017341,0.7513500821789159,96,95.88150289017341,374.30
SE,213.9090909090909,5,,,87.22997514815522,91.63987138263666,7.158992180712431,94,93.81598793363494,
CYD,209.97624703087885,6,,,81.81818181818178,96.61368348306843,13.60123647604328,93,96.61368348306843,116.55
SSRM,208.56481481481478,5,,,82.08955223880601,85.15624999999999,12.45311327831958,96,87.46081504702195,
TGTX,206.59630606860156,5,,,84.49999999999999,84.49999999999999,16.27226152720176,91,86.55462184873949,
USAU,205.52016985138005,6,,,85.58225508317929,85.58225508317929,17.09520500347464,96,85.58225508317929,187.03
PRPO,201.53846153846155,6,1,,87.18446601941747,87.18446601941747,18.622448979591834,95,87.18446601941747,
OPOF,198.39416058394164,6,1,,94.91298527443102,94.91298527443102,4.074534161490685,95,94.91298527443102,
MP,196.60678642714572,6,,,70.64102564102565,84.04825737265415,30.808950086058516,91,91.81184668989546,155.20
GBFH,195.62982005141387,7,,1,88.80407124681935,88.80407124681935,4.499999999999993,94,96.0365853658538,187.43
BNTC,194.32253570184602,5,,,84.21052631578947,84.21052631578947,10.03294399520815,94,84.21052631578947,
AXON,189.097555730772,6,1,,88.86110242784203,91.73725294801525,7.914311216899736,95,92.89894654701524,
LMB,186.5476437616774,5,,,95.89228662711092,95.89228662711092,7.107150619430561,96,95.89228662711092,
DCTH,183.9563862928349,5,,,84.67836257309938,84.67836257309938,9.447004608294925,93,92.1241050119332,
TPC,183.44827586206898,7,,1,97.01219512195122,97.01219512195122,11.192214111922144,94,97.01219512195122,76.14
RDUS,181.1731315042573,6,,,97.89343246592315,97.89343246592315,0.6056527590847904,96,97.89343246592315,188.39
GRND,180.78212290502796,6,,,95.01779359430608,95.01779359430608,9.709510545165132,95,95.01779359430608,120.63
CDTX,180.27613412228797,6,,,80.02350176263221,95.1515151515151,17.07882534775888,92,95.1515151515151,124.59
RBLX,179.80238302818952,5,,,97.03745108999445,97.03745108999445,9.472372247611139,96,97.03745108999445,
CMP,179.2276964047936,7,1,1,94.89559164733177,94.89559164733177,9.489747257987595,95,94.89559164733177,
TLN,179.07614213197968,5,,,79.80754544065985,87.55704289625798,12.36494597839135,94,88.92925099463764,
AKRO,177.83063748810656,6,1,,92.40097008892484,94.16186419443748,14.771333450148937,95,94.16186419443748,
CCRD,175.88591184096802,6,,1,92.99820466786355,92.99820466786355,18.60902255639098,95,93.65853658536582,
QFIN,169.93932708218423,5,,,78.59806114839674,78.59806114839674,7.676348547717854,91,96.17151607963241,
CRS,169.5387201849322,5,,,88.34367726920094,88.34367726920094,9.164977389677215,94,88.34367726920094,
STRT,169.35866983372924,6,,,87.37044145873318,87.37044145873318,7.41787354291769,91,87.37044145873318,93.08
ATEC,169.15983606557376,5,,,82.10227272727275,89.8026315789474,11.318427139552814,87,94.62809917355372,
UTI,165.88579795021963,6,,,95.45454545454547,95.45454545454547,11.150979850952249,93,95.45454545454547,80.45
TPB,165.14211042143089,7,1,,94.15270018621973,94.15270018621973,9.881715130606207,93,94.15270018621973,57.58
IRTC,164.5922746781116,7,1,1,98.55828983345765,98.55828983345765,6.609894566098946,94,98.55828983345765,
GH,162.76067527308837,5,,,75.34097108565193,92.95573536411231,21.46814404432133,92,92.95573536411231,
NET,162.50360958706324,5,,,93.7812567949554,93.7812567949554,10.747483636763649,96,93.7812567949554,
TPR,157.87680953732615,5,,,99.11406423034325,99.11406423034325,3.910056214865704,90,99.11406423034325,
CPS,157.76277724204436,7,2,,93.9180537772087,93.9180537772087,13.399396811719082,93,93.9180537772087,115.48
FRHC,157.3734001112966,6,,1,97.65513974419704,97.65513974419704,9.548780487804876,90,97.65513974419704,
SRAD,157.2139303482587,7,,1,74.24749163879594,92.9611650485437,5.616161616161619,94,93.42948717948718,221.56
APEI,156.94915254237287,6,,,81.65024630541872,81.65024630541872,13.027704485488123,89,96.56357388316158,72.38
ADMA,154.78908188585612,5,,,72.90886392009988,76.2970498474059,8.516612072999532,88,87.60593220338984,
ARQT,153.93419170243203,5,,,83.0423940149626,83.0423940149626,12.188552188552192,82,87.02064896755164,
CTRN,153.69963369963372,6,1,,84.30286241920595,84.30286241920595,24.689575512561373,94,93.7743190661478,
FUTU,152.66409266409266,5,,,81.15866388308977,81.15866388308977,11.589635854341733,86,95.90719499478624,
BTSG,151.92118226600982,6,,1,93.68932038834951,93.68932038834951,9.659757528353536,93,93.68932038834951,
AHR,151.39664804469274,5,,,85.80990629183401,85.80990629183401,5.47222222222222,92,95.87628865979379,
NRG,149.31654123790508,6,1,,97.53086419753086,97.53086419753086,4.96519435717366,95,97.53086419753086,
SPOT,149.19984725934668,5,,,76.81311655096825,97.11972891566263,8.501539275913462,94,97.11972891566263,
LOMA,149.03339191564146,5,,,84.49999999999994,84.49999999999994,7.261247040252565,86,91.51291512915128,
ZLAB,148.40724547158027,5,,,75.09481668773704,86.01769911504425,23.901170351105332,91,86.48111332007959,
RDVT,147.93789422610385,7,1,,88.88162197514717,88.88162197514717,10.362587556654308,91,88.88162197514717,141.80
ESLT,146.9594980034227,7,,1,75.88630806845964,94.0682414698163,5.751640025870838,94,94.0682414698163,240.80
ANGO,146.800731261426,6,1,,73.95498392282957,81.69934640522877,20.945945945945947,91,87.61904761904762,
DOMO,146.75540765391014,7,1,,91.87499999999999,97.01492537313433,15.509103169251523,95,97.01492537313433,53.45
CHWY,146.1772151898734,5,,,91.44811858608894,91.44811858608894,6.005758946935407,93,91.44811858608894,
KARO,145.58139534883722,6,1,,88.94028595458367,88.94028595458367,14.551767676767675,92,88.94028595458367,
SFM,145.48152144591313,5,,,92.47774025176538,93.93848910122425,11.142857142857142,91,94.853875476493,
NCSM,144.96855345911953,5,,,84.39661798616449,84.39661798616449,8.05778491171749,88,93.47290640394091,
LLYVA,144.71419791026426,5,,,84.48519040902679,94.65290806754214,7.196029776674926,91,98.2285208148804,
CRWD,144.60933220457147,5,,,78.32336643441049,88.4732492387995,9.352605863192181,91,88.4732492387995,
LLYVK,143.7611940298507,5,,,82.21771467207574,95.0,7.687379884689302,91,96.83293745051466,
FEIM,143.61948955916475,6,,,78.45220030349014,90.90909090909093,10.00996015936254,90,91.83673469387752,123.99
ODD,142.09721797615407,8,1,1,98.77634262406531,98.77634262406531,12.324788483394357,95,98.77634262406531,83.03
LINC,140.55666003976143,6,,,90.67641681901283,90.67641681901283,11.644407345575956,93,90.67641681901283,100.76
BYDDF,140.55533828705512,6,,,84.1626213592233,86.22641509433961,8.800300864986836,90,91.82879377431907,66.61
CAR,140.5330372015547,7,1,,95.44666088464881,95.44666088464881,15.41243459526008,92,95.44666088464881,91.76
CCB,139.7983114446529,6,1,,71.84834123222748,84.57807953443256,5.113890129522106,90,91.06830122591944,
ATRO,138.85350318471333,7,1,,91.68157423971378,91.68157423971378,7.999999999999997,93,91.68157423971378,94.19
PAY,138.72491145218416,6,,,92.50749250749251,92.50749250749251,12.668665667166417,91,92.50749250749251,93.88
PBI,138.3116883116883,5,,,87.30964467005069,87.30964467005069,6.086142322097382,90,88.99676375404529,
TGI,135.78564940962764,5,,,92.52336448598116,97.66081871345034,0.77041602465331,90,97.66081871345034,
LQDA,134.98789346246974,6,,,81.05515587529975,88.43813387423934,14.247311827956999,92,88.43813387423934,75.57
CXW,132.68156424581002,5,,,83.21428571428567,83.21428571428567,8.609271523178805,86,87.70491803278688,
KTOS,131.53992183137913,5,,,81.12189859762677,87.87593984962405,10.052859016899463,93,87.87593984962405,
DAN,131.39841688654352,6,,1,95.60878243512973,95.60878243512973,8.095781071835793,88,96.18181818181817,
HWM,130.70415202394898,5,,,99.7639034627492,99.7639034627492,4.135401974612137,93,99.7639034627492,
VEON,130.34373765310153,6,,,78.35717581910475,85.61983471074383,11.530668631423833,91,88.56015779092705,153.55
TDS,130.22346368715085,5,,,91.33034379671162,91.33034379671162,7.346037006351846,84,91.33034379671162,
NTGR,128.788977519942,5,,,84.93273542600895,84.93273542600895,6.850649350649348,93,85.63535911602209,
EXEL,128.6985018726592,6,1,,81.96248196248203,85.11693834160172,4.061145334245953,89,90.79089924160348,
PLMR,127.57862042189726,6,,,85.27883616210597,85.27883616210597,12.755189081603643,92,87.78398510242081,87.32
EYE,127.30125523012552,7,,1,99.86301369863011,99.86301369863011,9.479981592268746,95,99.86301369863011,98.67
NYAX,127.1294928606598,6,,,81.54803040774016,90.10989010989013,4.617385649252119,93,90.10989010989013,120.33
TTMI,126.94990488268864,6,1,,94.50457951706908,94.50457951706908,17.658563844649343,94,94.50457951706908,
MIR,126.67398463227222,7,1,,90.93264248704672,90.93264248704672,8.958837772397086,94,90.93264248704672,53.67
CIXXF,125.46523016650339,5,,,92.79279279279264,92.79279279279264,0.4778453518679384,90,98.91304347826083,
ATROB,125.43741588156125,7,1,,94.11764705882364,99.83766233766237,11.134328358208956,93,99.83766233766237,72.63
ATGE,125.0200738718484,6,1,,91.95947402457428,91.95947402457428,11.309391032790547,92,91.95947402457428,
ERJ,124.2868462757528,6,,1,82.22923238696112,87.49181401440735,5.981155264235973,83,95.31680440771345,
URBN,123.86296515062018,5,,,86.88266750550488,86.88266750550488,7.817149039761971,92,86.88266750550488,
STRL,123.28342245989306,5,,,92.46257098606092,92.46257098606092,11.835991761268385,94,99.2467043314501,
MLYS,123.05825242718444,6,,,74.34094903339192,83.68734069668649,7.121119902617163,80,83.68734069668649,107.66
DASH,122.39226741844544,5,,,84.69292076887008,95.51920341394029,6.00778703368344,91,95.51920341394029,
KGC,121.66666666666669,5,,,88.23529411764703,87.54863813229571,6.829573934837102,93,88.43930635838153,
ACMR,120.90843547224227,5,,,71.24010554089712,88.55421686746989,13.130128956623679,80,88.55421686746989,
TGLS,120.66438690766978,5,,,82.56062767475035,82.56062767475035,8.058445871153422,90,93.91468005018821,
LKNCY,120.0810185185185,5,,,72.38700564971751,86.75721561969443,11.503195332036679,93,91.40154772141015,
SWTX,119.78021978021978,6,,,96.27766599597588,96.27766599597588,0.46968403074296744,65,96.27766599597588,425.89
SLNO,119.30679664229622,5,,,91.54681538009979,91.54681538009979,7.387661843107398,94,91.54681538009979,
AU,117.35201084500679,5,,,80.08255933952528,93.3734939759036,5.6964656964657,94,93.80281690140848,
CFSB,117.35015772870663,6,,,97.25806451612901,97.25806451612901,0.7299270072992675,96,97.25806451612901,336.53
AXSM,117.01762595538916,5,,,92.25674987264387,92.25674987264387,7.007943512797881,72,92.25674987264387,
ROAD,116.8894053844664,5,,,91.18942731277536,91.18942731277536,8.796213609573144,92,91.18942731277536,
NFLX,115.11481330062688,5,,,94.52336448598132,94.52336448598132,5.27078499536747,93,94.52336448598132,
REVG,114.02042711234914,5,,,96.19289340101518,96.19289340101518,20.911062906724514,93,96.19289340101518,
TOST,113.69606003752347,5,,,84.3609022556391,84.3609022556391,9.084880636604773,91,93.54838709677418,
GOGO,113.29357039822364,7,1,,92.30769230769232,92.30769230769232,12.866242038216566,92,92.30769230769232,97.00
SSYS,112.89256198347108,6,1,,86.9706840390879,86.9706840390879,7.813953488372091,82,88.04780876494024,
DB,112.18978102189783,5,,,89.24122310305776,89.91097922848647,3.6344389555398773,91,89.91097922848647,
IBEX,111.74917491749174,7,1,,89.2528147389969,89.2528147389969,5.7161847789963405,91,89.2528147389969,55.14
HCI,110.9038737446198,5,,,84.44681988241584,84.44681988241584,7.485916719902426,90,84.44681988241584,
LBRDK,110.61158363710003,5,,,90.61012548680225,90.61012548680225,3.9924154640261307,87,90.61012548680225,
FTNT,110.40864944108483,5,,,73.86822052891084,88.60182370820668,5.085551330798487,83,90.30378693300042,
SNEX,109.28279129872926,6,,,86.72340425531914,86.72340425531914,4.580509464828233,89,86.72340425531914,102.20
SSTI,108.4763948497854,5,,,71.8963165075034,74.55012853470437,8.207604103802048,74,79.0492957746479,
LPLA,108.46733265665902,5,,,95.01352463836298,95.01352463836298,4.489911177286031,88,95.01352463836298,
YMM,107.95795795795794,5,,,84.0625,84.0625,8.025682182985554,85,90.10526315789473,
ESQ,107.67849124382577,6,,,88.31282952548331,88.31282952548331,4.536532170119952,90,88.31282952548331,62.40
BABA,106.72701949860726,6,,1,78.5810810810811,91.79229480737018,6.966273739358211,83,91.79229480737018,
AVGO,106.5603112840467,5,,,92.56249041558044,92.56249041558044,9.162491052254829,91,92.56249041558044,
AGI,106.52898067954698,5,,,84.14179104477614,82.3399558498896,5.686695278969956,88,86.04651162790698,
VIRT,106.4844835572024,5,,,79.97997997997999,82.4884792626728,6.098718557190319,87,87.43343982960597,
LBRDA,106.12039460438896,5,,,91.61836825679895,91.61836825679895,3.816712736551141,87,91.61836825679895,
IDT,105.88061465721039,6,1,,96.88212927756656,96.88212927756656,17.970432036744658,90,96.88212927756656,
MRCY,105.21344918775975,5,,,89.13250714966634,89.20454545454547,9.075846833578792,90,89.20454545454547,
ODC,104.68272819816764,6,1,,92.4129353233831,92.4129353233831,18.302387267904507,92,92.4129353233831,
NXT,104.30003233107014,6,1,,84.2627960275019,84.2627960275019,10.383597883597874,90,84.2627960275019,
ONC,103.72231264595568,5,,,90.33684210526314,97.54929058411648,11.153888868322657,86,97.54929058411648,
GFI,103.08166409861323,5,,,83.33333333333333,89.21052631578947,9.825493171471928,92,94.33962264150944,
BZ,103.02743614001892,5,,,85.02673796791441,86.44578313253014,11.13456464379947,78,86.44578313253014,
IDCC,102.73553574549904,5,,,93.34269662921348,93.34269662921348,7.471439120802753,89,93.34269662921348,
GWRE,102.61739799846035,5,,,98.15317762085836,98.15317762085836,20.65349544072948,93,98.15317762085836,
X,101.56075808249723,6,1,,89.95713410900183,89.95713410900183,2.8761061946902697,92,89.95713410900183,
TYIDY,101.4287862836517,5,,,92.93048308365597,92.93048308365597,16.951681395615736,89,92.93048308365597,
SNOW,100.53206384766173,6,1,,97.36780258519394,97.36780258519394,4.850346785830665,91,97.36780258519394,
TME,100.0,6,1,,87.42393509127784,87.42393509127784,9.45802337938364,91,87.42393509127784,
DRS,99.9560052793665,5,,,86.68032786885249,86.68032786885249,5.874587458745878,92,86.68032786885249,
ZS,99.92179863147605,6,1,,98.95470383275263,98.95470383275263,9.919160310320084,93,98.95470383275263,
AEM,99.84234589311053,5,,,84.8837209302326,87.28557013118063,8.045795499407827,90,88.6151797603196,
ALNT,98.93554109994086,5,,,90.7488986784141,90.7488986784141,10.820451843043996,90,95.11904761904762,
ESP,98.82926829268291,6,,,88.00792864222004,88.00792864222004,11.261040235525016,94,88.00792864222004,104.36
RIVN,98.52631578947367,5,,,79.81818181818183,79.81818181818183,7.288828337874661,82,89.81818181818181,
JOYY,98.38593974175038,5,,,81.33561643835604,81.33561643835604,4.320358671285913,84,90.08363201911587,
HKXCY,97.03703703703704,5,,,86.72680412371132,86.72680412371132,5.60902255639098,90,94.68037550290566,
FROG,96.85726756874728,6,1,,95.50359712230215,95.50359712230215,7.694013303769398,87,95.50359712230215,
KFS,96.03399433427762,5,,,94.75982532751095,94.75982532751095,10.043352601156073,94,94.75982532751095,
BAESY,95.44402918668801,6,,,91.87558031569174,91.87558031569174,5.982516845747581,90,91.87558031569174,88.70
NTDOY,95.39823008849555,5,,,89.88095238095241,89.88095238095241,4.828879512423805,89,93.64261168384884,
SKWD,94.64392579293835,6,1,,88.0918220946916,91.32507149666347,9.853958493466559,88,95.71810883140056,
PLYA,94.22446043165466,5,,,81.81818181818211,86.20689655172418,0.3600373372053429,87,86.20689655172418,
LOAR,93.53398058252428,6,,,82.13533130414422,82.13533130414422,5.855905252768948,86,82.13533130414422,127.92
MAG,93.3569530558016,6,,,91.93154034229825,91.93154034229825,12.96381126889601,93,91.93154034229825,133.19
NTNX,92.29527104959631,6,1,,99.02464065708413,99.02464065708413,5.0460451621042015,80,99.02464065708413,
PAYC,91.9426523297491,5,,,93.71268656716417,93.71268656716417,5.531072602330446,89,94.60704607046068,
GILD,91.3848117421825,5,,,74.51612903225804,88.59616108392923,6.897463002114164,84,88.59616108392923,
GME,91.19060331019755,6,1,,88.5640584694755,88.5640584694755,5.861513687600644,82,88.5640584694755,
EQT,91.10592938041306,5,,,81.11285266457678,89.5869191049914,4.5112781954887184,86,89.65517241379311,
BCRX,91.0472972972973,7,1,,91.82389937106919,91.82389937106919,7.073386383731217,92,91.82389937106919,76.47
PODD,90.36416184971098,6,1,,88.24008138351982,88.24008138351982,7.039095850864535,88,93.83651944627553,
TITN,90.32520325203251,5,,,84.48023426061495,86.81159420289856,8.27482447342027,85,86.81159420289856,
IMAX,90.22757697456495,5,,,89.43298969072164,98.97172236503859,5.2427867698803725,82,98.97172236503859,
VSEC,90.17175572519082,5,,,79.55776173285199,80.82127858142795,4.682175137057337,86,87.39144419427471,
FFIV,90.07712394485942,5,,,78.4546805349182,87.87538140356511,5.693602693602702,87,90.21630615640599,
LI,89.90825688073392,5,,,88.26815642458102,88.26815642458102,9.492635024549925,87,88.26815642458102,
PHAR,89.62406015037591,5,,,85.20408163265303,85.20408163265303,17.525773195876283,92,85.20408163265303,
MYTAY,89.35698447893571,5,,,93.29545454545452,93.29545454545452,3.3957845433255307,92,93.29545454545452,
ULS,89.16601714731098,6,,1,95.56962025316463,95.56962025316463,5.4132631870414105,91,95.56962025316463,
ITRN,88.34991708126036,5,,,81.19402985074622,83.58208955223883,6.58061250316376,79,90.0,
IPI,88.0453121234032,7,1,,86.84210526315793,86.84210526315793,4.318067490818863,90,86.84210526315793,75.02
MDWD,87.79342723004696,5,,,78.23042647994905,78.23042647994905,5.39880026660742,83,78.23042647994905,
EVRI,87.76455026455028,6,1,,90.24390243902386,90.24390243902386,0.6692497358224773,81,96.90265486725659,
CGNT,87.76167471819646,5,,,85.71428571428578,85.71428571428578,8.833619210977696,89,86.56126482213436,
GBNY,87.16683119447185,5,,,81.73515981735164,81.73515981735164,3.6210018105009034,84,92.59259259259258,
JBL,87.15567612687812,6,,1,96.35890767230167,98.59783301465903,8.189775324747727,90,98.59783301465903,
SENEA,86.88936088047888,5,,,73.35473515248796,80.16759776536311,7.015187519371842,85,80.16759776536311,
CHEF,86.87833661140769,5,,,92.09237228831353,92.09237228831353,8.617567159674023,89,92.09237228831353,
NWG,86.66666666666669,6,,,92.77777777777774,92.77777777777774,2.4725274725274806,90,92.77777777777774,99.41
PM,85.92944506216516,5,,,92.10167952791656,92.10167952791656,3.0770903555507214,89,99.78835978835983,
MTZ,85.58248110271232,5,,,99.74153528043419,99.74153528043419,7.624242424242432,90,99.74153528043419,
RL,85.51551679917925,5,,,93.89757743023614,93.89757743023614,5.570254347902783,87,93.89757743023614,
ESE,85.11981066955921,5,,,84.05345211581287,86.63656884875839,5.246897139508866,89,94.66248037676614,
BBIO,84.32007400555041,5,,,81.61993769470406,86.65594855305466,14.353826850690085,86,88.66930171277998,
ONIT,84.24107142857146,6,,,91.25364431486882,91.25364431486882,4.40251572327044,86,96.23529411764713,60.20
WPM,83.27559661277907,5,,,88.93148059415428,88.93148059415428,8.222198886905385,90,88.93148059415428,
CYBR,83.04347826086956,5,,,83.34525683216485,87.81011916389929,6.132841328413286,89,89.13575214023629,
ADYEY,82.93135435992579,5,,,80.76923076923079,80.76923076923079,6.135902636916822,85,92.84009546539377,
OR,82.53968253968256,5,,,85.74610244988864,84.89326765188832,6.9927536231884035,91,91.33574007220211,
CIHKY,82.25274725274727,5,,,91.32602193419743,91.32602193419743,7.450381679389317,87,92.07360226468506,
TFPM,81.92252510760402,6,,,91.09589041095886,91.09589041095886,11.632492113564666,91,91.09589041095886,96.59
