Symbol,Price_Increase_Percentage,Screeners,Nr_Of_Spikes,MVP_Last_6Mo,RSI_3M,RSI_6M,Price_Tightness_1W,IBD_RSI,RSI_12M,Volume-Acceleration(%)
LYV,81.71869600276466,5,,,83.67003367003369,94.77054429028807,7.4341021416804045,85,94.77054429028807,
OSIS,81.59931877999689,5,,,89.3073864825277,90.00706214689262,6.123161524025663,89,97.06422018348621,
FOX,80.26876433956079,5,,,84.77508650519025,86.5136298421808,4.074868395398706,79,93.59999999999962,
CPRX,80.20338983050847,5,,,81.447963800905,79.64601769911508,8.126410835214434,86,86.10421836228284,
RYTM,79.66580976863754,5,,,79.87913259864912,80.36303630363037,13.006152525397058,89,83.71361132966169,
FOXA,79.30402930402933,5,,,85.45258620689656,88.84565499351493,4.27502671891699,81,91.23376623376635,
BCS,79.2527040314651,5,,,84.39999999999998,84.39999999999998,3.2912781130005566,89,90.54726368159206,
CW,79.01487347884874,6,,1,98.45367252774659,98.45367252774659,6.0490310328456065,91,98.45367252774659,
SLM,78.18463125322329,5,,,90.94292803970222,90.94292803970222,3.8578371810449665,85,90.94292803970222,
OMAB,78.08056872037913,5,,,89.10025706940871,89.10025706940871,6.795931945632537,91,89.10025706940871,
COOP,78.04347826086955,6,,,88.83169203222917,88.83169203222917,10.615528262587077,89,88.83169203222917,60.15
TTWO,78.03904170363796,5,,,79.3623520427644,79.3623520427644,5.2106004352835775,85,90.18663455749537,
TKO,77.73918221516473,6,,1,81.86619718309858,90.81632653061224,7.982352941176467,85,90.81632653061224,
NRIM,77.447216890595,6,,,90.05780346820816,90.05780346820816,4.567255286679745,86,90.05780346820816,117.63
BKNG,77.34905660377358,5,,,82.95939449941338,82.95939449941338,3.104065819103844,85,94.36659239085574,
CAKE,76.53731343283582,5,,,74.21428571428567,82.39316239316238,8.234697328373347,86,82.39316239316238,
CIVB,76.47058823529413,5,,,96.530612244898,96.530612244898,5.918727915194346,81,96.530612244898,
CBNK,76.40102827763498,6,,,88.09182209469151,88.09182209469151,4.5567265964042125,83,92.1917808219178,109.18
CSV,75.77399380804954,5,,,81.06060606060595,81.06060606060595,5.284015852047553,84,97.21311475409834,
UFCS,75.72062084257206,5,,,81.59203980099505,80.39215686274514,3.525305410122157,74,91.8918918918919,
BPMC,75.5750273822563,6,,,91.63750874737579,91.63750874737579,0.6316281971303823,88,91.63750874737579,336.00
LFCBY,75.43731778425655,5,,,94.40000000000006,94.40000000000006,13.318584070796465,84,96.18320610687019,
UNM,74.61761058288549,5,,,72.37215909090908,78.2719186785261,5.248585530275671,82,88.72950819672128,
MIELY,74.2777997625643,5,,,78.3171521035599,83.14950980392156,6.405776846028418,80,87.09198813056375,
AR,73.76681614349775,5,,,82.60869565217394,90.52987598647121,6.751963516594881,82,90.52987598647121,
EXE,73.66898148148148,5,,,87.12697483908717,88.22544642857143,4.53182272575809,85,89.72005507113352,
LAUR,73.6029411764706,5,,,91.5520628683693,91.5520628683693,8.079930495221545,84,91.5520628683693,
MGIC,73.50157728706625,5,,,80.10899182561306,80.10899182561306,5.231143552311442,89,80.10899182561306,
CAE,73.16614420062697,5,,,90.95607235142131,90.95607235142131,5.927552140504931,84,95.42372881355938,
XNGSY,73.10252996005325,5,,,69.8370993168681,81.30148270181222,10.038045068773787,75,81.65680473372782,
GT,73.03988995873453,5,,,81.67330677290835,81.67330677290835,12.520868113522537,79,81.67330677290835,
CCEC,72.67565649396734,5,,,83.46368715083801,83.46368715083801,9.356223175965663,77,83.46368715083801,
UVE,72.66666666666666,5,,,84.66257668711651,84.66257668711651,7.757107757107748,86,90.43062200956948,
GTX,72.46790299572041,7,,1,97.67441860465115,97.67441860465115,4.928909952606648,76,97.67441860465115,96.01
TIPT,72.43589743589743,5,,,69.18429003021151,79.65517241379314,5.448997384481255,68,85.2348993288591,
IFS,72.42990654205607,6,,,87.9275653923542,96.75174013921112,5.119735755573904,86,96.75174013921112,83.36
NTES,72.31377719182596,6,1,,87.01234567901236,87.01234567901236,6.449885233358832,89,94.77513227513236,
CLBR,72.1182266009852,7,1,,95.83333333333336,95.83333333333336,22.32398397252432,90,98.6577181208054,415.55
DGICB,72.09302325581395,5,,,95.48022598870047,100.0,6.562847608453835,84,100.0,
DRVN,72.05882352941174,6,1,,83.68794326241141,82.80701754385967,9.135135135135142,83,86.28048780487802,
ANPDY,71.96850393700788,5,,,88.8827926753995,88.8827926753995,4.382789222439371,73,88.8827926753995,
MUFG,71.77142857142856,6,,,88.70967741935496,88.70967741935496,2.560455192034148,78,95.12195121951221,86.99
SDGR,71.50602409638552,6,1,,80.91042584434655,81.41361256544502,17.42512640995722,80,81.41361256544502,
APH,71.44422128902684,5,,,93.53187529083289,93.53187529083289,5.463258785942502,90,93.53187529083289,
GE,71.4181091877497,5,,,99.04144347335776,99.04144347335776,5.161766419388674,90,99.04144347335776,
SIBN,71.36752136752138,6,,1,92.55617977528088,92.55617977528088,4.966373512674585,84,96.79245283018868,
KEP,71.25748502994011,7,1,,88.26291079812206,88.26291079812206,6.381118881118869,91,88.26291079812206,114.25
PRDO,71.03311913000495,6,1,,89.10550458715596,89.10550458715596,9.913294797687861,87,98.434004474273,
CSGS,70.9228824273072,6,,1,86.26168224299067,95.3846153846154,8.330867120449831,83,95.3846153846154,
NPSNY,70.91666666666667,5,,,84.96732026143788,89.43472409152086,6.435884934178452,88,89.43472409152086,
TIGO,70.42939353696326,6,,,90.67894131185272,90.67894131185272,5.98582305066947,88,90.67894131185272,199.52
CVLT,70.33220820749688,6,,1,80.71698953462484,94.04494382022472,5.407801418439719,87,94.04494382022472,
MT,70.07797270955164,5,,,80.22922636103152,81.86915887850463,3.626943005181339,74,85.62401263823065,
MELI,70.05677419354839,5,,,86.55445188547802,86.55445188547802,8.136782580237616,86,88.70333230484417,
SONY,69.92433795712485,6,,,89.51841359773377,86.97829716193655,2.561247216035639,86,94.85094850948506,79.93
BH,69.92297576554576,6,,,74.3452791178498,78.62756952841593,9.568265682656829,87,84.6300798888503,417.92
FMS,69.88287785833799,5,,,87.93650793650797,92.05298013245039,2.387543252595148,85,92.05298013245039,
CCHGY,69.77099236641222,6,1,,87.20568636161707,87.20568636161707,2.714258876573349,87,87.20568636161707,
BA,69.7703289882061,5,,,96.03681922781888,97.78046811945124,4.981718464351008,88,98.02796701326646,
BBVA,69.66413867822318,5,,,97.4619289340102,97.4619289340102,2.692055154300723,87,97.4619289340102,
CAH,69.38928839755285,5,,,87.10618436406052,86.87635574837293,3.7827905208465338,87,87.98037612428465,
UBOH,68.93732970027247,5,,,88.26086956521728,98.09885931558932,1.9963702359346667,81,98.12265331664578,
SGAPY,68.76277057223092,6,,,76.02339181286546,91.09848484848487,7.704758821625118,86,97.23076923076924,51.23
BASE,68.67658574784652,5,,,84.09090909090911,84.09090909090911,13.863863863863862,79,91.9463087248322,
FRFHF,68.63680623174295,5,,,87.83753222669498,87.83753222669498,2.9052941176470646,85,90.06816517379298,
MOS,68.55992844364937,5,,,97.7203647416413,97.7203647416413,9.816927566993886,86,97.7203647416413,
PERI,68.4903502501787,5,,,83.28981723237597,83.28981723237597,10.036832412523019,74,83.28981723237597,
BOTJ,68.14595660749507,5,,,80.33333333333334,78.68338557993731,3.4482758620689653,69,90.09900990099013,
NATH,67.9879427279578,6,,,81.29890453834109,87.05293276108729,7.949040014354926,87,87.05293276108729,237.63
TCEHY,67.90697674418605,5,,,78.4041630529055,88.32199546485259,4.4665761279613605,80,88.32199546485259,
SENEB,67.74308652988404,5,,,99.40711462450591,100.0,2.3917748917749,83,100.0,
VRSN,67.51695750478287,5,,,87.08586883029068,96.72645739910318,5.432384154670586,89,96.72645739910318,
SAP,67.06008583690985,5,,,84.34456928838952,88.93442622950812,3.6737315350032107,87,88.93442622950812,
PUK,66.78248783877693,5,,,86.77248677248684,81.97115384615384,5.3749999999999964,86,88.51063829787248,
SPNT,66.69463087248323,5,,,99.71098265895954,99.71098265895954,5.175038051750378,88,99.71098265895954,
T,66.6475315729047,5,,,89.88439306358387,96.4630225080386,3.23498044792037,81,96.4630225080386,
ISBA,66.49572649572649,5,,,88.8349514563108,88.8349514563108,7.597535934291577,87,100.0,
DSDVY,66.27937856858318,5,,,88.17802503477054,88.17802503477054,7.023357955679767,86,88.17802503477054,
ACNT,66.17647058823529,6,,,83.75634517766497,84.52830188679249,5.088495575221248,80,93.5691318327974,268.66
PAAS,66.06942889137738,6,,,93.13304721030042,93.13304721030042,16.048550236008097,88,93.13304721030042,50.75
UGI,66.06088141753746,5,,,93.31103678929779,93.31103678929779,3.5841313269493713,84,93.31103678929779,
BJRI,65.88192683810213,6,,1,88.41259209645008,88.41259209645008,7.641921397379914,85,88.41259209645008,
BBUC,65.51345414607358,6,,,79.90373044524668,83.93881453154872,6.934306569343065,81,85.96237337192473,65.49
VEEV,65.3421007879372,6,1,,79.16264478764478,79.16264478764478,5.598601206801969,85,82.14686728048505,
NIC,65.13157894736842,5,,,85.92734225621416,91.99178644763859,5.334206005072413,78,91.99178644763859,
ASND,64.73129894679988,5,,,82.87615974183133,86.64067309665504,8.01560758082497,86,86.64067309665504,
ISNPY,64.31802076447116,5,,,92.00913242009136,92.00913242009136,3.901591895803181,86,92.00913242009136,
SII,64.30617026815935,6,,,84.77321814254856,84.77321814254856,7.542386309618124,91,84.77321814254856,112.91
IBM,63.94101073077155,5,,,84.18112906443251,89.76672909926785,5.942150875781621,83,94.77106475209962,
SMSMY,63.88012618296531,6,,,93.87755102040816,93.87755102040816,7.058823529411754,85,93.87755102040816,146.14
PAC,63.70208702769064,5,,,81.95571955719558,81.95571955719558,5.066244479626696,87,81.95571955719558,
VLGEA,63.4106634106634,5,,,82.55659121171769,82.55659121171769,11.15815691158156,76,90.55876685934486,
HCSG,63.37719298245615,6,2,,92.82051282051282,92.82051282051282,5.866302864938604,87,92.82051282051282,
WOR,62.909186906019,5,,,99.411331861663,99.411331861663,4.729950900163667,89,99.411331861663,
DRI,62.512880906815816,5,,,88.49485652409307,91.48665819567982,3.7456406540151193,85,91.48665819567982,
DTEGY,62.412896515860616,5,,,74.89469250210618,85.66666666666667,3.867827868852454,81,91.58075601374578,
WWD,62.26195369228663,5,,,94.2355117139334,94.2355117139334,9.883058217587704,87,94.2355117139334,
ALIZY,62.22641509433963,5,,,90.29585798816575,90.29585798816575,2.3457734145679523,81,92.8104575163399,
CNM,62.22461042450297,5,,,78.43137254901958,81.84494602551518,12.139781384564435,84,90.82125603864733,
BNPQY,62.115451088835115,5,,,84.11386593204773,84.11386593204773,3.2983174574913185,83,84.30851063829793,
JCI,61.71668480796143,5,,,97.36174530695081,97.36174530695081,4.711538461538467,88,97.36174530695081,
SSREY,61.689655172413794,5,,,80.0166527893422,83.72641509433966,3.7159920371599195,79,99.10394265232974,
SBS,61.37404580152672,5,,,94.14758269720109,94.14758269720109,3.2882011605415844,84,94.14758269720109,
TXNM,61.10798650168727,6,,,83.70253164556961,85.96750369276222,1.2451771308312887,84,92.08633093525184,94.04
CFRUY,61.10260336906583,5,,,82.57142857142858,93.12267657992564,3.287380699893961,74,93.12267657992564,
WRLD,61.036920659858595,5,,,80.57833405265431,84.89291915878835,6.25,86,88.38883888388841,
RBKB,60.95890410958904,6,1,,84.54106280193241,85.71428571428575,2.0442930153321996,84,88.52459016393439,
KEN,60.87516087516088,6,,,81.969696969697,81.969696969697,6.133333333333326,85,81.969696969697,60.91
BHKLY,60.72838177251525,5,,,79.19725893294176,79.19725893294176,7.04475945976114,87,79.19725893294176,
FYBR,60.49938600081867,5,,,88.33333333333331,88.33333333333331,0.6310013717421233,69,88.33333333333331,
CHTR,60.40076335877862,5,,,88.64285011317783,88.64285011317783,4.325948178745769,74,88.64285011317783,
BHF,60.30000000000001,6,,,87.46690203000877,89.1229789318961,4.6581267675927425,82,94.1379310344827,93.01
RGLD,60.19044437019713,5,,,91.54481881754619,91.54481881754619,7.312653235262764,82,96.3267543859649,
WMT,59.811807558051285,5,,,81.00649350649348,95.29411764705875,4.083655466349494,79,98.81209503239741,
FNV,59.70718722271518,5,,,87.32638888888894,89.2443208159481,7.850436135340849,86,96.72789896670497,
APG,59.21951219512196,6,,1,96.17058311575285,96.17058311575285,6.168300653594778,87,96.17058311575285,
ULTA,59.211675997540546,5,,,82.57868354014299,82.57868354014299,4.730543898283954,84,84.98648071723352,
EHAB,59.124087591240894,5,,,93.9058171745152,93.9058171745152,6.8807339449541285,84,93.9058171745152,
USFD,59.12087912087913,5,,,90.06578947368426,90.06578947368426,3.4639123315279003,83,91.37554585152833,
MMM,59.11866476694483,5,,,77.23523589574397,90.31886285055701,4.2161799261497155,72,91.3202042304888,
NFG,58.91005091457664,5,,,87.0772946859904,91.82222222222221,3.9753174320635987,85,91.82222222222221,
TBPH,58.87096774193547,6,1,,86.231884057971,86.231884057971,15.651438240270723,80,86.231884057971,
FORTY,58.775981524249424,5,,,94.62851405622487,94.62851405622487,0.0,87,100.0,
BK,58.49947534102833,5,,,100.0,100.0,2.983425414364644,81,100.0,
CAAP,58.43179377013964,5,,,82.98319327731095,82.98319327731095,4.07088122605363,77,88.78281622911693,
BTI,58.40211290855068,5,,,93.41917024320456,93.41917024320456,6.127553147144639,85,98.42767295597493,
WELL,58.344152601617914,5,,,79.1294209094442,80.36154478225143,4.560051380860626,76,91.82724252491684,
ORANY,58.12500000000001,5,,,71.89349112426032,87.29641693811075,2.9790115098171936,82,87.29641693811075,
BMI,57.908367762224835,7,1,,90.17763845350053,90.17763845350053,4.268197438300523,81,90.17763845350053,54.21
BWFG,57.89473684210525,5,,,90.03931847968548,90.03931847968548,4.485929228197268,81,90.03931847968548,
SIEGY,57.6636087235668,5,,,82.34735843087631,84.27707531610776,4.072059444263039,78,86.68197474167626,
AXAHY,57.60309278350516,6,,,93.87129724208374,93.87129724208374,3.066230580539657,84,93.87129724208374,59.88
AXS,57.58600411643635,5,,,91.86560565870909,91.86560565870909,4.701931150293864,82,91.86560565870909,
TCI,57.45098039215686,6,,1,89.79187314172447,89.79187314172447,7.872174590802808,85,89.79187314172447,
MCK,57.404018001335025,5,,,92.27053140096614,92.27053140096614,3.943130832117604,78,92.33545647558384,
NC,57.40373163953949,5,,,75.77092511013224,86.48648648648651,5.987394957983196,79,87.218045112782,
TKOMY,57.12499999999999,5,,,84.7708894878706,84.7708894878706,4.511876349585179,78,88.90074706510146,
HSBC,57.01598579040854,5,,,86.18376928236086,86.18376928236086,2.3797719385225546,82,86.18376928236086,
DE,56.90182245737802,5,,,88.755980861244,88.755980861244,4.749049429657798,80,88.755980861244,
BLX,56.667884545122405,5,,,83.10580204778154,84.6580406654344,3.460620525059656,81,84.6580406654344,
SSBK,56.14035087719298,6,,,83.98203592814363,83.98203592814363,4.3877258388299225,71,94.8626045400239,74.46
KAR,56.023316062176164,6,1,,95.10022271714925,95.10022271714925,6.392694063926937,83,95.10022271714925,
RYAAY,55.952380952380956,5,,,84.40797186400938,84.40797186400938,4.129077029840393,82,84.40797186400938,
STVN,55.495169082125614,5,,,71.14093959731542,71.14093959731542,12.382509194932561,71,98.93048128342248,
BWB,55.32319391634981,7,,1,83.64055299539169,83.64055299539169,5.901639344262297,73,83.72641509433963,90.46
CPBI,55.310621242484956,5,,,66.26506024096393,66.66666666666674,2.550335570469804,76,88.37209302325553,
RBA,55.25081710956372,5,,,86.64451827242523,88.5606874328679,2.8951560011243354,78,92.13002566295978,
SGI,55.12877442273536,5,,,75.78947368421052,88.06584362139917,5.592503022974601,82,88.06584362139917,
DBSDY,55.06110937010341,6,1,,96.79658302189004,96.79658302189004,8.043654001616813,75,96.79658302189004,
AL,54.95424836601308,6,,1,98.77955758962621,98.77955758962621,3.7835986988529253,84,98.77955758962621,
THFF,54.91329479768786,5,,,81.24018838304549,84.98942917547579,4.551565200691372,76,85.52534900808226,
KT,54.80916030534353,5,,,93.61702127659564,93.61702127659564,5.982905982905989,82,93.61702127659564,
LOPE,54.77848343408065,5,,,92.08937198067632,93.39233038348081,9.083708727290727,77,94.3013100436681,
AZEK,54.76324689966179,5,,,82.32876712328768,81.989247311828,9.089229632366527,82,87.26003490401396,
GPOR,54.73004153207198,5,,,84.77047146401985,98.86749716874299,5.77737447065941,79,98.86749716874299,
BFC,54.5974025974026,6,,,87.95240456122953,87.95240456122953,3.688489516474102,81,96.05418138987042,291.63
BVN,54.17391304347826,6,1,,84.9872773536896,84.06862745098039,11.990820424555364,84,84.06862745098039,
EBAY,54.02165506573859,5,,,87.82112274024736,87.82112274024736,8.573939241777554,85,87.82112274024736,
TRP,53.95321291086762,5,,,80.92672413793102,85.64516129032256,5.0394306597422664,73,94.36008676789591,
GNTY,53.94783851375493,5,,,81.10882956878848,87.21340388007053,4.602909611256855,77,87.21340388007053,
RRC,53.719311102968135,5,,,85.17618469015797,90.9316770186335,5.970528455284557,73,90.9316770186335,
EQH,53.59297860669226,5,,,78.25311942958999,95.54597701149423,6.420021762785636,81,95.54597701149423,
CHKP,53.26662742789877,5,,,81.84639255236615,93.12739463601531,3.7685002994268126,78,98.19277108433742,
WMB,52.610739915862425,5,,,79.18015102481121,81.00092678405929,3.710333604556552,80,88.78612716763,
MYFW,52.574002574002584,6,,,81.48734177215188,88.12095032397401,5.230914231856736,71,89.06976744186042,130.53
SRBK,52.00445434298441,7,1,,86.41975308641972,86.41975308641972,7.865168539325835,83,94.07894736842107,60.50
MURGY,51.77610333692143,5,,,87.3239436619718,87.3239436619718,2.7047332832456887,77,98.92307692307683,
DNKEY,51.37376879212028,6,,1,86.87350835322194,86.87350835322194,4.452054794520548,84,92.5806451612903,
MGYR,51.077788191190265,6,,,79.91631799163179,79.91631799163179,3.1637717121588187,81,91.7874396135265,63.25
DBD,50.741926098341594,5,,,77.48226950354612,77.48226950354612,7.684805929393416,77,82.12039532794248,
ASTE,50.351370344342925,5,,,86.92628650904037,86.92628650904037,5.850673194614444,78,86.92628650904037,
ESLOY,50.33362344067306,5,,,70.9533128319821,94.88372093023258,3.1954473521489857,72,94.88372093023258,
CNH,49.46120689655172,5,,,88.43283582089556,94.59459459459455,5.687932359723292,69,94.59459459459455,
TELNY,49.38388625592416,5,,,81.43322475570032,91.12426035502958,2.613855035279029,81,91.12426035502958,
THG,49.323082065853264,5,,,80.07600434310538,78.35258663987945,5.473472128945602,75,89.81876332622602,
PCLB,49.31751509922348,5,,,100.0,100.0,2.870397216584523,73,100.0,
WRB,49.267148719953084,5,,,86.80000000000001,86.80000000000001,5.408271474019085,80,94.84304932735432,
DMYY,49.23076923076922,7,1,,89.15662650602417,100.0,9.793814432989688,88,100.0,391.59
NI,48.99352983465134,5,,,71.18279569892469,90.8376963350785,2.8564269606614725,73,93.26424870466309,
UVV,48.99314007523789,7,1,,96.04519774011298,96.04519774011298,13.01431127012522,75,96.04519774011298,53.59
EHC,48.81556683587141,5,,,88.73615883925162,88.73615883925162,4.320636725412161,83,88.73615883925162,
FER,48.8132911392405,6,,,89.20233463035015,89.20233463035015,3.441064638783274,80,95.22471910112355,116.61
MNST,48.77654662973223,5,,,87.91540785498484,87.91540785498484,2.2333281274402617,78,87.91540785498484,
CM,48.71249201957862,5,,,93.24675324675322,93.24675324675322,2.604920405209837,81,96.14093959731548,
KBCSY,48.63532700654748,5,,,79.48523845571536,84.05197873597163,2.8905167293605243,83,84.05197873597163,
GHC,48.6090775988287,5,,,83.79233479542673,83.79233479542673,3.976621356043238,72,83.79233479542673,
SXT,48.578772301179306,7,1,,92.57903494176368,92.57903494176368,4.9443252630503665,85,92.57903494176368,111.86
CIB,48.578042328042336,5,,,73.3410942956927,92.33296823658266,6.9668458781361995,76,92.33296823658266,
RBC,48.31689248838908,5,,,85.97863697908825,88.13384813384816,8.007039155301362,79,89.43361753958594,
GTPS,47.78325123152709,5,,,100.0,100.0,2.631578947368421,82,100.0,
IBDRY,47.63973928500888,5,,,84.13284132841324,84.13284132841324,2.160953800298061,84,98.48812095032397,
SWDBY,47.51469802244789,5,,,87.05882352941177,87.05882352941177,5.307971014492753,76,87.16216216216228,
OLLI,47.45292129406084,5,,,77.7171937477281,82.42122719734658,12.795503388989918,81,91.65154264972772,
SCHW,47.270939190296666,5,,,94.90566037735843,94.90566037735843,1.9627749576988256,81,94.90566037735843,
HG,47.004608294930875,5,,,87.53117206982536,87.53117206982536,7.926556202418269,67,87.53117206982536,
AAMI,46.946386946386944,5,,,85.35714285714286,85.35714285714286,6.904231625835183,84,85.35714285714286,
AMADY,46.92147186433941,5,,,83.10463121783877,83.10463121783877,2.8993116322482786,75,88.29663962920029,
V,46.814404432132974,5,,,89.08433734939764,96.68746999519924,2.975741239892189,79,96.68746999519924,
HBCP,46.78720445062587,6,,,81.99445983379498,83.0841121495327,4.703595724003891,78,85.59423769507801,139.39
TT,46.43971155458663,5,,,97.24236431553506,97.24236431553506,3.1372639019576374,81,97.24236431553506,
ENLT,45.895788722341194,5,,,92.47572815533984,92.47572815533984,6.311154598825844,78,92.47572815533984,
DANOY,45.74649050371594,6,,,85.9315589353612,88.7218045112783,3.356481481481492,77,98.23008849557526,60.42
STN,45.695545230937405,6,,,92.56550883607557,92.56550883607557,3.826674169949351,84,92.56550883607557,57.95
ADRNY,45.645543883429326,5,,,92.34693877551027,92.34693877551027,3.4369114877589304,78,92.34693877551027,
AM,45.46493902439026,5,,,93.18181818181819,96.7213114754099,3.6678019386953067,78,96.7213114754099,
INTU,45.21064884349656,5,,,89.43944636678201,89.43944636678201,3.2464929859719454,84,91.81150664559908,
CTVA,44.57108578284343,5,,,95.20333680917615,95.20333680917615,2.973720608575369,83,95.20333680917615,
BCH,44.39909297052154,6,,,87.15953307392994,88.21656050955411,3.664072632944225,81,88.21656050955411,51.23
NRDBY,44.367530412326076,7,,1,98.61751152073735,98.61751152073735,2.667116812964222,75,98.61751152073735,88.35
ING,44.29708222811672,6,,1,81.73913043478255,89.20086393088559,2.380952380952388,77,96.02272727272725,
YARIY,44.22110939907549,5,,,90.87378640776701,90.87378640776701,2.699784017278618,82,90.87378640776701,
SPR,44.14814814814815,5,,,92.73182957393486,92.73182957393486,3.905447070914705,79,94.20600858369106,
BAP,43.765903307888024,5,,,87.28789186079956,87.28789186079956,4.942137508509184,80,88.86332259549026,
LZAGY,43.70588235294119,5,,,91.57782515991492,91.57782515991492,2.800400057151013,76,91.57782515991492,
LSBK,43.64406779661015,6,1,,80.28169014084511,81.74807197943443,1.7034700315457385,72,81.74807197943443,
JAPSY,43.603851444291614,5,,,85.78680203045687,85.78680203045687,3.7356321839080344,78,85.78680203045687,
GFL,43.40871483728627,5,,,78.65853658536584,90.51724137931049,4.943114947038047,76,98.00399201596804,
AER,43.376718160807705,5,,,99.28057553956835,99.28057553956835,3.283278187834058,82,99.28057553956835,
EPR,43.24053172811639,5,,,86.16236162361622,90.70680628272251,3.817194887060059,80,90.70680628272251,
EADSY,42.99120234604105,6,,,80.39430449069005,83.57142857142863,6.5164068908941735,74,89.10256410256409,62.45
RPRX,42.7027027027027,6,,1,64.80186480186471,95.11041009463725,3.8857815719752735,74,95.11041009463725,
ADP,42.66009426211787,5,,,92.386685552408,92.386685552408,3.6765374473373122,72,92.386685552408,
KRYAY,42.48200984724152,5,,,70.10688042752172,77.2678762006403,2.6190689747959475,72,82.14990138067058,
RTX,42.41445442616333,5,,,86.43259644560032,86.43259644560032,4.011623786235734,77,87.29281767955804,
PLPC,42.09705531602605,6,,,75.21066039584561,92.39232945614594,8.867738759435504,80,92.39232945614594,236.31
CICHY,41.904047976011995,5,,,89.58333333333329,89.58333333333329,6.708927628103538,82,90.17857142857143,
TLGPY,41.872791519434614,5,,,85.71428571428564,85.71428571428564,2.521793275217929,83,85.71428571428564,
BMO,41.72512340867756,5,,,100.0,100.0,2.0439963336388542,77,100.0,
ABT,41.64075819877645,5,,,72.47043363994746,87.8886478669559,3.2539565153083907,71,87.8886478669559,
WTS,41.51223128243142,7,1,,88.29259652851579,88.29259652851579,4.143088116410671,79,88.73476250525437,54.18
SLF,41.26265890971775,5,,,89.06752411575563,89.06752411575563,2.303233679072613,78,96.00967351874246,
PBH,41.15065057219001,5,,,74.45378151260505,77.59197324414713,2.4171993027309684,68,98.55072463768116,
PSMT,40.87214552960907,5,,,83.0774479699761,83.0774479699761,3.7182892206246017,82,83.0774479699761,
FHI,40.58898847631243,5,,,94.42934782608691,94.42934782608691,2.601969057665259,73,94.42934782608691,
HCMLY,40.490081680280035,5,,,86.97674418604662,86.97674418604662,6.423982869379015,73,93.11224489795912,
BSAC,40.35184167124793,5,,,80.20134228187914,89.04494382022477,4.158336665333877,79,89.04494382022477,
RSG,39.811963041011516,5,,,85.89195491643994,85.89195491643994,4.80386473429952,76,87.84119106699762,
MO,39.767282683093775,5,,,80.37383177570081,80.37383177570081,3.252299605781872,67,94.31818181818197,
PAYX,39.722703639514734,5,,,88.67801047120423,88.67801047120423,3.5723145621434007,72,88.67801047120423,
HMN,39.704495441685,5,,,77.90055248618789,84.29752066115701,3.562514181983209,72,86.4661654135337,
NTR,39.45983062485695,5,,,89.94368463395013,90.13785790031814,2.937797472509436,80,90.13785790031814,
TRV,38.76929224314469,5,,,79.13294797687865,79.13294797687865,5.3629917575495725,71,91.61969184517102,
MKL,38.40633655929122,5,,,92.4507251766455,92.4507251766455,3.7987383142053672,74,92.4507251766455,
CPA,38.395200599925005,5,,,89.23654568210264,89.23654568210264,6.393931183960984,76,89.23654568210264,
FAST,38.331160365058665,5,,,73.29434697855753,77.0142180094787,4.633569739952705,74,86.85446009389678,
MA,37.84451802453014,5,,,92.13068181818186,92.13068181818186,2.997496447662209,76,92.13068181818186,
ENB,37.109826589595365,5,,,91.35618479880776,91.35618479880776,3.499156829679588,72,91.35618479880776,
PINC,36.81765389082462,5,,,98.77149877149884,98.77149877149884,3.831417624521067,77,98.77149877149884,
NEU,36.81458333333334,6,,,89.02731912338643,89.02731912338643,5.1940734875363574,78,89.02731912338643,108.28
ICE,36.079139396674925,5,,,99.74380871050383,99.74380871050383,3.3777433799546603,72,99.74380871050383,
HDB,35.84905660377359,5,,,94.97206703910618,91.89189189189189,4.102366255144048,83,91.89189189189189,
CTAS,35.276761477634835,5,,,83.24924318869832,83.24924318869832,2.8659919734775876,73,94.8640483383686,
FCFS,35.24541101356744,5,,,85.39249146757686,91.8146718146718,6.403903331554465,75,91.8146718146718,
NTB,32.00849514563106,5,,,90.31791907514457,90.31791907514457,4.895426338772686,79,90.31791907514457,
